,PairId,QASpan,Q_id,Q_user,Q_#A,A_id,A_user,#Title,#QWords,#QSentence.,"#QSentence,",#QSentence;,#AWords,#ASentence.,"#ASentence,",#ASentence;,Credible
16035,15315,31054684,Q111_R11,U3123,10,Q111_R11_C6,U3125,4,23,2,1,1,23,4,1,2,0
16036,15316,31062522,Q111_R11,U3123,10,Q111_R11_C7,U3125,4,23,2,1,1,23,4,1,1,0
16037,15317,31668138,Q111_R11,U3123,10,Q111_R11_C8,U3126,4,23,2,1,1,23,1,1,3,0
16038,15318,36798181,Q111_R11,U3123,10,Q111_R11_C9,U721,4,23,2,1,1,23,1,1,5,0
16039,15319,36859582,Q111_R11,U3123,10,Q111_R11_C10,U2495,4,23,2,1,1,23,5,1,1,0
16040,15320,4139,Q111_R20,U2439,10,Q111_R20_C1,U2440,5,77,5,1,6,77,3,1,1,1
16041,15321,21873,Q111_R20,U2439,10,Q111_R20_C2,U2441,5,77,5,1,6,77,2,1,1,0
16042,15322,24956,Q111_R20,U2439,10,Q111_R20_C3,U13,5,77,5,1,6,77,9,1,7,1
16043,15323,26038,Q111_R20,U2439,10,Q111_R20_C4,U77,5,77,5,1,6,77,14,1,6,1
16044,15324,30624,Q111_R20,U2439,10,Q111_R20_C5,U14,5,77,5,1,6,77,2,1,2,0
16045,15325,161020,Q111_R20,U2439,10,Q111_R20_C6,U2439,5,77,5,1,6,77,3,1,1,0
16046,15326,208892,Q111_R20,U2439,10,Q111_R20_C7,U2,5,77,5,1,6,77,1,1,1,0
16047,15327,209027,Q111_R20,U2439,10,Q111_R20_C8,U2442,5,77,5,1,6,77,1,1,1,0
16048,15328,269826,Q111_R20,U2439,10,Q111_R20_C9,U2440,5,77,5,1,6,77,2,1,2,0
16049,15329,294305,Q111_R20,U2439,10,Q111_R20_C10,U2,5,77,5,1,6,77,1,1,2,0
16050,15330,54462,Q111_R26,U3127,10,Q111_R26_C1,U750,2,48,3,1,2,48,5,1,2,1
16051,15331,57077,Q111_R26,U3127,10,Q111_R26_C2,U24,2,48,3,1,2,48,1,1,1,0
16052,15332,84076,Q111_R26,U3127,10,Q111_R26_C3,U3127,2,48,3,1,2,48,4,1,3,0
16053,15333,84303,Q111_R26,U3127,10,Q111_R26_C4,U24,2,48,3,1,2,48,5,1,3,0
16054,15334,84465,Q111_R26,U3127,10,Q111_R26_C5,U750,2,48,3,1,2,48,9,1,6,1
16055,15335,84641,Q111_R26,U3127,10,Q111_R26_C6,U3127,2,48,3,1,2,48,2,1,3,0
16056,15336,84739,Q111_R26,U3127,10,Q111_R26_C7,U750,2,48,3,1,2,48,5,1,1,1
16057,15337,85242,Q111_R26,U3127,10,Q111_R26_C8,U750,2,48,3,1,2,48,4,1,2,0
16058,15338,85537,Q111_R26,U3127,10,Q111_R26_C9,U3127,2,48,3,1,2,48,1,1,1,0
16059,15339,143360,Q111_R26,U3127,10,Q111_R26_C10,U1423,2,48,3,1,2,48,7,1,1,1
16060,15340,274,Q111_R27,U2815,10,Q111_R27_C1,U2815,5,35,2,1,1,35,2,1,1,0
16061,15341,767,Q111_R27,U2815,10,Q111_R27_C2,U1070,5,35,2,1,1,35,4,1,3,1
16062,15342,8118,Q111_R27,U2815,10,Q111_R27_C3,U2815,5,35,2,1,1,35,2,1,1,0
16063,15343,8302,Q111_R27,U2815,10,Q111_R27_C4,U1070,5,35,2,1,1,35,4,1,1,0
16064,15344,8559,Q111_R27,U2815,10,Q111_R27_C5,U2815,5,35,2,1,1,35,1,1,1,0
16065,15345,384972,Q111_R27,U2815,10,Q111_R27_C6,U2815,5,35,2,1,1,35,2,1,1,0
16066,15346,419148,Q111_R27,U2815,10,Q111_R27_C7,U1070,5,35,2,1,1,35,3,1,1,0
16067,15347,420277,Q111_R27,U2815,10,Q111_R27_C8,U305,5,35,2,1,1,35,3,1,3,0
16068,15348,457776,Q111_R27,U2815,10,Q111_R27_C9,U2815,5,35,2,1,1,35,7,1,3,0
16069,15349,458480,Q111_R27,U2815,10,Q111_R27_C10,U1070,5,35,2,1,1,35,8,1,1,0
16070,15350,1002,Q111_R36,U1607,10,Q111_R36_C1,U373,5,47,5,1,1,47,4,1,2,1
16071,15351,1282,Q111_R36,U1607,10,Q111_R36_C2,U1607,5,47,5,1,1,47,4,1,2,0
16072,15352,2211,Q111_R36,U1607,10,Q111_R36_C3,U373,5,47,5,1,1,47,2,1,1,0
16073,15353,2682,Q111_R36,U1607,10,Q111_R36_C4,U1607,5,47,5,1,1,47,5,1,1,0
16074,15354,2850,Q111_R36,U1607,10,Q111_R36_C5,U168,5,47,5,1,1,47,2,1,1,0
16075,15355,3176,Q111_R36,U1607,10,Q111_R36_C6,U373,5,47,5,1,1,47,5,1,1,0
16076,15356,3266,Q111_R36,U1607,10,Q111_R36_C7,U1608,5,47,5,1,1,47,3,1,1,0
16077,15357,3312,Q111_R36,U1607,10,Q111_R36_C8,U373,5,47,5,1,1,47,2,1,1,0
16078,15358,92684,Q111_R36,U1607,10,Q111_R36_C9,U1609,5,47,5,1,1,47,13,1,2,1
16079,15359,92772,Q111_R36,U1607,10,Q111_R36_C10,U1609,5,47,5,1,1,47,13,1,2,1
16080,15360,1925,Q111_R37,U1929,10,Q111_R37_C1,U2,8,56,4,1,6,56,2,1,1,0
16081,15361,2074,Q111_R37,U1929,10,Q111_R37_C2,U1929,8,56,4,1,6,56,3,1,3,0
16082,15362,2109,Q111_R37,U1929,10,Q111_R37_C3,U111,8,56,4,1,6,56,12,1,2,1
16083,15363,2218,Q111_R37,U1929,10,Q111_R37_C4,U61,8,56,4,1,6,56,6,1,1,1
16084,15364,2374,Q111_R37,U1929,10,Q111_R37_C5,U61,8,56,4,1,6,56,5,1,1,0
16085,15365,2931,Q111_R37,U1929,10,Q111_R37_C6,U1930,8,56,4,1,6,56,4,1,1,1
16086,15366,3332,Q111_R37,U1929,10,Q111_R37_C7,U1930,8,56,4,1,6,56,2,1,2,0
16087,15367,3341,Q111_R37,U1929,10,Q111_R37_C8,U1929,8,56,4,1,6,56,3,1,2,0
16088,15368,3379,Q111_R37,U1929,10,Q111_R37_C9,U2,8,56,4,1,6,56,3,1,2,0
16089,15369,3470,Q111_R37,U1929,10,Q111_R37_C10,U111,8,56,4,1,6,56,18,1,7,1
16090,15370,22718,Q111_R41,U2791,10,Q111_R41_C1,U2792,6,63,3,1,2,63,6,1,5,1
16091,15371,1198925,Q111_R41,U2791,10,Q111_R41_C2,U2067,6,63,3,1,2,63,4,1,2,0
16092,15372,1286115,Q111_R41,U2791,10,Q111_R41_C3,U2793,6,63,3,1,2,63,4,1,3,1
16093,15373,2274155,Q111_R41,U2791,10,Q111_R41_C4,U2057,6,63,3,1,2,63,3,1,1,0
16094,15374,2321843,Q111_R41,U2791,10,Q111_R41_C5,U188,6,63,3,1,2,63,5,1,1,1
16095,15375,2321936,Q111_R41,U2791,10,Q111_R41_C6,U188,6,63,3,1,2,63,4,1,4,1
16096,15376,2345546,Q111_R41,U2791,10,Q111_R41_C7,U2057,6,63,3,1,2,63,4,1,1,0
16097,15377,2366901,Q111_R41,U2791,10,Q111_R41_C8,U188,6,63,3,1,2,63,3,1,1,0
16098,15378,2367188,Q111_R41,U2791,10,Q111_R41_C9,U188,6,63,3,1,2,63,8,1,4,1
16099,15379,2436221,Q111_R41,U2791,10,Q111_R41_C10,U2794,6,63,3,1,2,63,4,1,1,0
16100,15380,29007,Q112_R5,U21,10,Q112_R5_C1,U2283,4,21,3,1,3,21,9,1,5,1
16101,15381,69557,Q112_R5,U21,10,Q112_R5_C2,U2284,4,21,3,1,3,21,2,1,1,0
16102,15382,70404,Q112_R5,U21,10,Q112_R5_C3,U21,4,21,3,1,3,21,4,1,4,0
16103,15383,76147,Q112_R5,U21,10,Q112_R5_C4,U2285,4,21,3,1,3,21,1,1,10,1
16104,15384,255646,Q112_R5,U21,10,Q112_R5_C5,U38,4,21,3,1,3,21,2,1,1,0
16105,15385,257454,Q112_R5,U21,10,Q112_R5_C6,U21,4,21,3,1,3,21,3,1,1,0
16106,15386,329495,Q112_R5,U21,10,Q112_R5_C7,U1066,4,21,3,1,3,21,4,1,1,1
16107,15387,332593,Q112_R5,U21,10,Q112_R5_C8,U2286,4,21,3,1,3,21,2,1,3,0
16108,15388,345632,Q112_R5,U21,10,Q112_R5_C9,U2287,4,21,3,1,3,21,16,1,14,1
16109,15389,519008,Q112_R5,U21,10,Q112_R5_C10,U21,4,21,3,1,3,21,8,1,5,0
16110,15390,945,Q112_R21,U905,10,Q112_R21_C1,U2,7,69,4,1,1,69,2,1,2,0
16111,15391,6583,Q112_R21,U905,10,Q112_R21_C2,U2,7,69,4,1,1,69,3,1,1,1
16112,15392,6863,Q112_R21,U905,10,Q112_R21_C3,U3128,7,69,4,1,1,69,3,1,3,0
16113,15393,6914,Q112_R21,U905,10,Q112_R21_C4,U993,7,69,4,1,1,69,8,1,1,1
16114,15394,12094,Q112_R21,U905,10,Q112_R21_C5,U905,7,69,4,1,1,69,7,1,5,0
16115,15395,12437,Q112_R21,U905,10,Q112_R21_C6,U2631,7,69,4,1,1,69,3,1,3,0
16116,15396,12970,Q112_R21,U905,10,Q112_R21_C7,U1768,7,69,4,1,1,69,2,1,3,1
16117,15397,13600,Q112_R21,U905,10,Q112_R21_C8,U2,7,69,4,1,1,69,3,1,1,0
16118,15398,42534,Q112_R21,U905,10,Q112_R21_C9,U905,7,69,4,1,1,69,4,1,1,0
16119,15399,44846,Q112_R21,U905,10,Q112_R21_C10,U114,7,69,4,1,1,69,2,1,1,1
16120,15400,382,Q112_R37,U2,10,Q112_R37_C1,U3129,2,11,1,1,2,11,10,1,1,0
16121,15401,709,Q112_R37,U2,10,Q112_R37_C2,U2,2,11,1,1,2,11,4,1,2,0
16122,15402,1757,Q112_R37,U2,10,Q112_R37_C3,U3130,2,11,1,1,2,11,3,1,5,1
16123,15403,2028,Q112_R37,U2,10,Q112_R37_C4,U2,2,11,1,1,2,11,3,1,2,1
16124,15404,2058,Q112_R37,U2,10,Q112_R37_C5,U3131,2,11,1,1,2,11,1,1,1,0
16125,15405,2074,Q112_R37,U2,10,Q112_R37_C6,U3131,2,11,1,1,2,11,1,1,1,0
16126,15406,2445,Q112_R37,U2,10,Q112_R37_C7,U2,2,11,1,1,2,11,4,1,1,0
16127,15407,2566,Q112_R37,U2,10,Q112_R37_C8,U2,2,11,1,1,2,11,6,1,2,0
16128,15408,2785,Q112_R37,U2,10,Q112_R37_C9,U3132,2,11,1,1,2,11,4,1,1,1
16129,15409,4183,Q112_R37,U2,10,Q112_R37_C10,U3133,2,11,1,1,2,11,1,1,1,0
16130,15410,3953,Q112_R41,U2443,10,Q112_R41_C1,U51,7,46,5,1,6,46,4,1,2,0
16131,15411,5877,Q112_R41,U2443,10,Q112_R41_C2,U3134,7,46,5,1,6,46,6,1,1,1
16132,15412,6320,Q112_R41,U2443,10,Q112_R41_C3,U128,7,46,5,1,6,46,4,1,2,1
16133,15413,7082,Q112_R41,U2443,10,Q112_R41_C4,U2,7,46,5,1,6,46,9,1,1,0
16134,15414,7706,Q112_R41,U2443,10,Q112_R41_C5,U2105,7,46,5,1,6,46,13,1,1,0
16135,15415,9396,Q112_R41,U2443,10,Q112_R41_C6,U2,7,46,5,1,6,46,1,1,1,0
16136,15416,10648,Q112_R41,U2443,10,Q112_R41_C7,U2,7,46,5,1,6,46,6,1,4,1
16137,15417,13496,Q112_R41,U2443,10,Q112_R41_C8,U2,7,46,5,1,6,46,1,1,1,0
16138,15418,934838,Q112_R41,U2443,10,Q112_R41_C9,U3135,7,46,5,1,6,46,4,1,1,0
16139,15419,938572,Q112_R41,U2443,10,Q112_R41_C10,U373,7,46,5,1,6,46,5,1,3,1
16140,15420,4273,Q112_R43,U1413,10,Q112_R43_C1,U2,2,29,3,1,2,29,3,1,1,0
16141,15421,6615,Q112_R43,U1413,10,Q112_R43_C2,U704,2,29,3,1,2,29,9,1,3,1
16142,15422,15377,Q112_R43,U1413,10,Q112_R43_C3,U3136,2,29,3,1,2,29,2,1,1,0
16143,15423,24765,Q112_R43,U1413,10,Q112_R43_C4,U3137,2,29,3,1,2,29,8,1,1,0
16144,15424,41416,Q112_R43,U1413,10,Q112_R43_C5,U704,2,29,3,1,2,29,3,1,1,1
16145,15425,41649,Q112_R43,U1413,10,Q112_R43_C6,U3138,2,29,3,1,2,29,1,1,1,1
16146,15426,80554,Q112_R43,U1413,10,Q112_R43_C7,U3136,2,29,3,1,2,29,1,1,1,0
16147,15427,95182,Q112_R43,U1413,10,Q112_R43_C8,U77,2,29,3,1,2,29,6,1,2,1
16148,15428,96578,Q112_R43,U1413,10,Q112_R43_C9,U3136,2,29,3,1,2,29,1,1,2,0
16149,15429,131092,Q112_R43,U1413,10,Q112_R43_C10,U704,2,29,3,1,2,29,7,1,8,0
16150,15430,370,Q112_R49,U3139,10,Q112_R49_C1,U3140,2,40,4,1,1,40,3,1,2,1
16151,15431,385,Q112_R49,U3139,10,Q112_R49_C2,U1367,2,40,4,1,1,40,2,1,1,0
16152,15432,601,Q112_R49,U3139,10,Q112_R49_C3,U15,2,40,4,1,1,40,5,1,1,0
16153,15433,932,Q112_R49,U3139,10,Q112_R49_C4,U1367,2,40,4,1,1,40,9,1,3,0
16154,15434,1158,Q112_R49,U3139,10,Q112_R49_C5,U15,2,40,4,1,1,40,11,1,1,0
16155,15435,1496,Q112_R49,U3139,10,Q112_R49_C6,U3139,2,40,4,1,1,40,5,1,2,0
16156,15436,1614,Q112_R49,U3139,10,Q112_R49_C7,U1367,2,40,4,1,1,40,4,1,2,0
16157,15437,11575,Q112_R49,U3139,10,Q112_R49_C8,U899,2,40,4,1,1,40,3,1,1,0
16158,15438,20027,Q112_R49,U3139,10,Q112_R49_C9,U551,2,40,4,1,1,40,8,1,6,1
16159,15439,29851,Q112_R49,U3139,10,Q112_R49_C10,U114,2,40,4,1,1,40,4,1,1,0
16160,15440,580,Q112_R51,U3141,10,Q112_R51_C1,U3142,5,31,1,1,2,31,4,1,2,1
16161,15441,612,Q112_R51,U3141,10,Q112_R51_C2,U1001,5,31,1,1,2,31,18,1,1,1
16162,15442,1302,Q112_R51,U3141,10,Q112_R51_C3,U6,5,31,1,1,2,31,1,1,1,0
16163,15443,1843,Q112_R51,U3141,10,Q112_R51_C4,U318,5,31,1,1,2,31,3,1,4,1
16164,15444,2681,Q112_R51,U3141,10,Q112_R51_C5,U2289,5,31,1,1,2,31,1,1,6,0
16165,15445,5743,Q112_R51,U3141,10,Q112_R51_C6,U539,5,31,1,1,2,31,2,1,1,0
16166,15446,8719,Q112_R51,U3141,10,Q112_R51_C7,U361,5,31,1,1,2,31,2,1,1,0
16167,15447,17044,Q112_R51,U3141,10,Q112_R51_C8,U2289,5,31,1,1,2,31,1,1,8,0
16168,15448,25000,Q112_R51,U3141,10,Q112_R51_C9,U539,5,31,1,1,2,31,3,1,2,0
16169,15449,25331,Q112_R51,U3141,10,Q112_R51_C10,U2289,5,31,1,1,2,31,1,1,7,0
16170,15450,1482,Q112_R53,U28,10,Q112_R53_C1,U34,5,61,1,1,2,61,4,1,1,1
16171,15451,1850,Q112_R53,U28,10,Q112_R53_C2,U28,5,61,1,1,2,61,1,1,3,0
16172,15452,2404,Q112_R53,U28,10,Q112_R53_C3,U2300,5,61,1,1,2,61,8,1,2,0
16173,15453,2532,Q112_R53,U28,10,Q112_R53_C4,U28,5,61,1,1,2,61,1,1,1,0
16174,15454,3219,Q112_R53,U28,10,Q112_R53_C5,U34,5,61,1,1,2,61,2,1,1,0
16175,15455,3617,Q112_R53,U28,10,Q112_R53_C6,U114,5,61,1,1,2,61,3,1,1,0
16176,15456,4452,Q112_R53,U28,10,Q112_R53_C7,U273,5,61,1,1,2,61,3,1,1,1
16177,15457,7571,Q112_R53,U28,10,Q112_R53_C8,U2951,5,61,1,1,2,61,7,1,1,0
16178,15458,8144,Q112_R53,U28,10,Q112_R53_C9,U3143,5,61,1,1,2,61,1,1,1,0
16179,15459,11583,Q112_R53,U28,10,Q112_R53_C10,U28,5,61,1,1,2,61,1,1,2,1
16180,15460,884,Q112_R61,U28,10,Q112_R61_C1,U394,5,73,2,1,2,73,3,1,1,0
16181,15461,1199,Q112_R61,U28,10,Q112_R61_C2,U60,5,73,2,1,2,73,6,1,1,1
16182,15462,1211,Q112_R61,U28,10,Q112_R61_C3,U394,5,73,2,1,2,73,3,1,1,0
16183,15463,1908,Q112_R61,U28,10,Q112_R61_C4,U28,5,73,2,1,2,73,1,1,3,0
16184,15464,6616,Q112_R61,U28,10,Q112_R61_C5,U1489,5,73,2,1,2,73,1,1,1,0
16185,15465,7170,Q112_R61,U28,10,Q112_R61_C6,U28,5,73,2,1,2,73,1,1,1,1
16186,15466,7385,Q112_R61,U28,10,Q112_R61_C7,U30,5,73,2,1,2,73,4,1,1,0
16187,15467,7748,Q112_R61,U28,10,Q112_R61_C8,U28,5,73,2,1,2,73,1,1,1,1
16188,15468,7831,Q112_R61,U28,10,Q112_R61_C9,U28,5,73,2,1,2,73,1,1,1,0
16189,15469,22833,Q112_R61,U28,10,Q112_R61_C10,U2,5,73,2,1,2,73,4,1,1,0
16190,15470,204,Q112_R68,U28,10,Q112_R68_C1,U30,5,65,2,1,2,65,3,1,1,0
16191,15471,936,Q112_R68,U28,10,Q112_R68_C2,U30,5,65,2,1,2,65,4,1,1,0
16192,15472,988,Q112_R68,U28,10,Q112_R68_C3,U28,5,65,2,1,2,65,2,1,2,0
16193,15473,1119,Q112_R68,U28,10,Q112_R68_C4,U30,5,65,2,1,2,65,7,1,1,0
16194,15474,1210,Q112_R68,U28,10,Q112_R68_C5,U493,5,65,2,1,2,65,10,1,1,0
16195,15475,1227,Q112_R68,U28,10,Q112_R68_C6,U30,5,65,2,1,2,65,6,1,1,0
16196,15476,1327,Q112_R68,U28,10,Q112_R68_C7,U28,5,65,2,1,2,65,1,1,1,0
16197,15477,1469,Q112_R68,U28,10,Q112_R68_C8,U30,5,65,2,1,2,65,3,1,1,0
16198,15478,1575,Q112_R68,U28,10,Q112_R68_C9,U28,5,65,2,1,2,65,1,1,1,0
16199,15479,1712,Q112_R68,U28,10,Q112_R68_C10,U30,5,65,2,1,2,65,1,1,2,0
16200,15480,4526,Q113_R7,U3144,10,Q113_R7_C1,U640,5,63,4,1,4,63,5,1,2,1
16201,15481,6308,Q113_R7,U3144,10,Q113_R7_C2,U3145,5,63,4,1,4,63,2,1,1,0
16202,15482,13334,Q113_R7,U3144,10,Q113_R7_C3,U3144,5,63,4,1,4,63,2,1,1,0
16203,15483,19322,Q113_R7,U3144,10,Q113_R7_C4,U3146,5,63,4,1,4,63,2,1,1,0
16204,15484,22609,Q113_R7,U3144,10,Q113_R7_C5,U3145,5,63,4,1,4,63,1,1,1,0
16205,15485,61673,Q113_R7,U3144,10,Q113_R7_C6,U3147,5,63,4,1,4,63,2,1,1,0
16206,15486,64666,Q113_R7,U3144,10,Q113_R7_C7,U3148,5,63,4,1,4,63,2,1,1,0
16207,15487,68365,Q113_R7,U3144,10,Q113_R7_C8,U3144,5,63,4,1,4,63,5,1,2,0
16208,15488,171814,Q113_R7,U3144,10,Q113_R7_C9,U3144,5,63,4,1,4,63,3,1,2,0
16209,15489,809462,Q113_R7,U3144,10,Q113_R7_C10,U3149,5,63,4,1,4,63,3,1,1,0
16210,15490,5360,Q113_R15,U3069,10,Q113_R15_C1,U210,3,10,1,1,1,10,1,1,1,0
16211,15491,5924,Q113_R15,U3069,10,Q113_R15_C2,U268,3,10,1,1,1,10,14,1,4,1
16212,15492,6113,Q113_R15,U3069,10,Q113_R15_C3,U3069,3,10,1,1,1,10,1,1,1,0
16213,15493,6368,Q113_R15,U3069,10,Q113_R15_C4,U268,3,10,1,1,1,10,5,1,1,1
16214,15494,7295,Q113_R15,U3069,10,Q113_R15_C5,U3069,3,10,1,1,1,10,1,1,1,0
16215,15495,9355,Q113_R15,U3069,10,Q113_R15_C6,U3150,3,10,1,1,1,10,4,1,5,1
16216,15496,10092,Q113_R15,U3069,10,Q113_R15_C7,U2,3,10,1,1,1,10,6,1,1,1
16217,15497,12906,Q113_R15,U3069,10,Q113_R15_C8,U3151,3,10,1,1,1,10,2,1,3,1
16218,15498,22134,Q113_R15,U3069,10,Q113_R15_C9,U3069,3,10,1,1,1,10,4,1,1,0
16219,15499,25673,Q113_R15,U3069,10,Q113_R15_C10,U3152,3,10,1,1,1,10,3,1,5,1
16220,15500,276,Q113_R23,U3153,10,Q113_R23_C1,U703,2,59,5,1,2,59,4,1,1,1
16221,15501,496,Q113_R23,U3153,10,Q113_R23_C2,U43,2,59,5,1,2,59,14,1,2,0
16222,15502,1541,Q113_R23,U3153,10,Q113_R23_C3,U178,2,59,5,1,2,59,2,1,1,1
16223,15503,1940,Q113_R23,U3153,10,Q113_R23_C4,U3153,2,59,5,1,2,59,3,1,4,0
16224,15504,3302,Q113_R23,U3153,10,Q113_R23_C5,U2,2,59,5,1,2,59,3,1,1,1
16225,15505,4227,Q113_R23,U3153,10,Q113_R23_C6,U3154,2,59,5,1,2,59,8,1,4,1
16226,15506,4475,Q113_R23,U3153,10,Q113_R23_C7,U43,2,59,5,1,2,59,1,1,1,0
16227,15507,6444,Q113_R23,U3153,10,Q113_R23_C8,U3153,2,59,5,1,2,59,7,1,1,0
16228,15508,11968,Q113_R23,U3153,10,Q113_R23_C9,U3155,2,59,5,1,2,59,7,1,4,1
16229,15509,13839,Q113_R23,U3153,10,Q113_R23_C10,U3153,2,59,5,1,2,59,1,1,2,0
16230,15510,11613,Q113_R25,U2,10,Q113_R25_C1,U1264,8,28,1,1,2,28,1,1,1,0
16231,15511,12246,Q113_R25,U2,10,Q113_R25_C2,U624,8,28,1,1,2,28,2,1,2,1
16232,15512,16452,Q113_R25,U2,10,Q113_R25_C3,U2,8,28,1,1,2,28,9,1,2,1
16233,15513,410548,Q113_R25,U2,10,Q113_R25_C4,U2,8,28,1,1,2,28,1,1,2,0
16234,15514,410621,Q113_R25,U2,10,Q113_R25_C5,U2,8,28,1,1,2,28,1,1,2,0
16235,15515,410810,Q113_R25,U2,10,Q113_R25_C6,U597,8,28,1,1,2,28,10,1,3,0
16236,15516,411277,Q113_R25,U2,10,Q113_R25_C7,U2,8,28,1,1,2,28,1,1,2,0
16237,15517,411399,Q113_R25,U2,10,Q113_R25_C8,U1017,8,28,1,1,2,28,7,1,1,0
16238,15518,411426,Q113_R25,U2,10,Q113_R25_C9,U114,8,28,1,1,2,28,4,1,1,0
16239,15519,412194,Q113_R25,U2,10,Q113_R25_C10,U597,8,28,1,1,2,28,8,1,1,0
16240,15520,3190,Q113_R31,U3156,10,Q113_R31_C1,U827,4,17,1,1,1,17,1,1,2,0
16241,15521,11636,Q113_R31,U3156,10,Q113_R31_C2,U3157,4,17,1,1,1,17,4,1,3,1
16242,15522,197136,Q113_R31,U3156,10,Q113_R31_C3,U2070,4,17,1,1,1,17,5,1,4,1
16243,15523,33789097,Q113_R31,U3156,10,Q113_R31_C4,U3158,4,17,1,1,1,17,4,1,2,0
16244,15524,67856203,Q113_R31,U3156,10,Q113_R31_C5,U3159,4,17,1,1,1,17,1,1,3,0
16245,15525,68034085,Q113_R31,U3156,10,Q113_R31_C6,U2948,4,17,1,1,1,17,3,1,2,0
16246,15526,68035267,Q113_R31,U3156,10,Q113_R31_C7,U235,4,17,1,1,1,17,1,1,1,0
16247,15527,68042108,Q113_R31,U3156,10,Q113_R31_C8,U3160,4,17,1,1,1,17,3,1,1,0
16248,15528,148439050,Q113_R31,U3156,10,Q113_R31_C9,U3161,4,17,1,1,1,17,6,1,6,1
16249,15529,164181681,Q113_R31,U3156,10,Q113_R31_C10,U3162,4,17,1,1,1,17,2,1,2,0
16250,15530,8187,Q113_R35,U746,10,Q113_R35_C1,U2,6,66,4,1,1,66,1,1,1,0
16251,15531,8551,Q113_R35,U746,10,Q113_R35_C2,U1820,6,66,4,1,1,66,3,1,1,0
16252,15532,69287,Q113_R35,U746,10,Q113_R35_C3,U1922,6,66,4,1,1,66,4,1,1,0
16253,15533,160672,Q113_R35,U746,10,Q113_R35_C4,U428,6,66,4,1,1,66,9,1,3,0
16254,15534,200187,Q113_R35,U746,10,Q113_R35_C5,U3163,6,66,4,1,1,66,11,1,10,0
16255,15535,200987,Q113_R35,U746,10,Q113_R35_C6,U21,6,66,4,1,1,66,8,1,3,0
16256,15536,369544,Q113_R35,U746,10,Q113_R35_C7,U3164,6,66,4,1,1,66,1,1,2,0
16257,15537,373480,Q113_R35,U746,10,Q113_R35_C8,U2506,6,66,4,1,1,66,2,1,1,0
16258,15538,488395,Q113_R35,U746,10,Q113_R35_C9,U428,6,66,4,1,1,66,3,1,1,0
16259,15539,550679,Q113_R35,U746,10,Q113_R35_C10,U3164,6,66,4,1,1,66,2,1,4,0
16260,15540,540,Q113_R45,U2,10,Q113_R45_C1,U1275,6,27,5,1,1,27,21,1,1,0
16261,15541,4670,Q113_R45,U2,10,Q113_R45_C2,U43,6,27,5,1,1,27,8,1,13,1
16262,15542,4945,Q113_R45,U2,10,Q113_R45_C3,U44,6,27,5,1,1,27,3,1,2,0
16263,15543,8233,Q113_R45,U2,10,Q113_R45_C4,U202,6,27,5,1,1,27,1,1,1,0
16264,15544,8492,Q113_R45,U2,10,Q113_R45_C5,U43,6,27,5,1,1,27,14,1,2,0
16265,15545,8769,Q113_R45,U2,10,Q113_R45_C6,U202,6,27,5,1,1,27,4,1,1,1
16266,15546,8786,Q113_R45,U2,10,Q113_R45_C7,U2234,6,27,5,1,1,27,3,1,3,0
16267,15547,8914,Q113_R45,U2,10,Q113_R45_C8,U43,6,27,5,1,1,27,15,1,3,0
16268,15548,9205,Q113_R45,U2,10,Q113_R45_C9,U2234,6,27,5,1,1,27,3,1,1,0
16269,15549,9620,Q113_R45,U2,10,Q113_R45_C10,U43,6,27,5,1,1,27,17,1,3,0
16270,15550,437,Q113_R49,U653,10,Q113_R49_C1,U128,4,66,7,1,2,66,2,1,1,0
16271,15551,695,Q113_R49,U653,10,Q113_R49_C2,U653,4,66,7,1,2,66,6,1,2,0
16272,15552,1550,Q113_R49,U653,10,Q113_R49_C3,U4,4,66,7,1,2,66,17,1,6,1
16273,15553,3129,Q113_R49,U653,10,Q113_R49_C4,U1051,4,66,7,1,2,66,3,1,1,1
16274,15554,3916,Q113_R49,U653,10,Q113_R49_C5,U58,4,66,7,1,2,66,3,1,1,1
16275,15555,3986,Q113_R49,U653,10,Q113_R49_C6,U3165,4,66,7,1,2,66,9,1,7,0
16276,15556,4068,Q113_R49,U653,10,Q113_R49_C7,U3166,4,66,7,1,2,66,3,1,1,0
16277,15557,4681,Q113_R49,U653,10,Q113_R49_C8,U3167,4,66,7,1,2,66,5,1,5,0
16278,15558,14772,Q113_R49,U653,10,Q113_R49_C9,U653,4,66,7,1,2,66,1,1,1,0
16279,15559,15216,Q113_R49,U653,10,Q113_R49_C10,U4,4,66,7,1,2,66,2,1,1,0
16280,15560,362,Q113_R70,U2,10,Q113_R70_C1,U17,2,79,2,1,2,79,24,1,2,1
16281,15561,632,Q113_R70,U2,10,Q113_R70_C2,U241,2,79,2,1,2,79,10,1,2,1
16282,15562,781,Q113_R70,U2,10,Q113_R70_C3,U241,2,79,2,1,2,79,3,1,2,1
16283,15563,985,Q113_R70,U2,10,Q113_R70_C4,U242,2,79,2,1,2,79,4,1,1,0
16284,15564,1858,Q113_R70,U2,10,Q113_R70_C5,U2,2,79,2,1,2,79,65,1,3,1
16285,15565,2690,Q113_R70,U2,10,Q113_R70_C6,U243,2,79,2,1,2,79,16,1,9,1
16286,15566,4002,Q113_R70,U2,10,Q113_R70_C7,U2,2,79,2,1,2,79,4,1,1,0
